userName,score,at,content,content_casefold,cleaned,normalized,tokens,no_stopword,stemmed,unique,clean_final,preprocessed,Unigram,Bigram,Trigram
Smile,2,2025-10-29 04:48:26,"game ini baru di update tapi kenapa pas aku nyoba update di dalam gamenya malah muncul notif ""MAAF ERROR gagal download hotfix: downloadfailed"" padahal sinyal saya dan sinyal wifi juga bagus tapi knp gak bisa di download njir","game ini baru di update tapi kenapa pas aku nyoba update di dalam gamenya malah muncul notif ""maaf error gagal download hotfix: downloadfailed"" padahal sinyal saya dan sinyal wifi juga bagus tapi knp gak bisa di download njir",game ini baru di update tapi kenapa pas aku nyoba update di dalam gamenya malah muncul notif maaf error gagal download hotfix downloadfailed padahal sinyal saya dan sinyal wifi juga bagus tapi knp gak bisa di download njir,permainan ini baru di update tapi kenapa pas aku nyoba update di dalam game nya malah muncul notif maaf error gagal download hotfix downloadfailed padahal sinyal saya dan sinyal wifi juga bagus tapi knp gak bisa di download njir,"['permainan', 'ini', 'baru', 'di', 'update', 'tapi', 'kenapa', 'pas', 'aku', 'nyoba', 'update', 'di', 'dalam', 'game', 'nya', 'malah', 'muncul', 'notif', 'maaf', 'error', 'gagal', 'download', 'hotfix', 'downloadfailed', 'padahal', 'sinyal', 'saya', 'dan', 'sinyal', 'wifi', 'juga', 'bagus', 'tapi', 'knp', 'gak', 'bisa', 'di', 'download', 'njir']","['permainan', 'nyoba', 'muncul', 'notif', 'error', 'gagal', 'hotfix', 'downloadfailed', 'knp', 'njir']","['main', 'nyoba', 'muncul', 'notif', 'error', 'gagal', 'hotfix', 'downloadfailed', 'knp', 'njir']","['main', 'nyoba', 'muncul', 'notif', 'error', 'gagal', 'hotfix', 'downloadfailed', 'knp', 'njir']","['main', 'nyoba', 'muncul', 'notif', 'error', 'gagal', 'hotfix', 'downloadfailed', 'knp', 'njir']",main nyoba muncul notif error gagal hotfix downloadfailed knp njir,"[('main',), ('nyoba',), ('muncul',), ('notif',), ('error',), ('gagal',), ('hotfix',), ('downloadfailed',), ('knp',), ('njir',)]","[('main', 'nyoba'), ('nyoba', 'muncul'), ('muncul', 'notif'), ('notif', 'error'), ('error', 'gagal'), ('gagal', 'hotfix'), ('hotfix', 'downloadfailed'), ('downloadfailed', 'knp'), ('knp', 'njir')]","[('main', 'nyoba', 'muncul'), ('nyoba', 'muncul', 'notif'), ('muncul', 'notif', 'error'), ('notif', 'error', 'gagal'), ('error', 'gagal', 'hotfix'), ('gagal', 'hotfix', 'downloadfailed'), ('hotfix', 'downloadfailed', 'knp'), ('downloadfailed', 'knp', 'njir')]"
My Guard,5,2025-10-29 04:48:25,GG BAGUS,gg bagus,gg bagus,gg bagus,"['gg', 'bagus']",['gg'],['gg'],['gg'],[],,[],[],[]
Hijir Gntg,5,2025-10-29 04:48:20,saya jga ❤️,saya jga ❤️,saya jga,saya jga,"['saya', 'jga']",['jga'],['jga'],['jga'],['jga'],jga,"[('jga',)]",[],[]
What What (What),4,2025-10-29 04:48:10,kenapa kalo di lobi gak bisa 5 orang si kalo 5 orang kan jadi tambah seru mainya,kenapa kalo di lobi gak bisa 5 orang si kalo 5 orang kan jadi tambah seru mainya,kenapa kalo di lobi gak bisa orang si kalo orang kan jadi tambah seru mainya,kenapa kalo di lobi gak bisa orang si kalo orang kan jadi tambah seru mainya,"['kenapa', 'kalo', 'di', 'lobi', 'gak', 'bisa', 'orang', 'si', 'kalo', 'orang', 'kan', 'jadi', 'tambah', 'seru', 'mainya']","['lobi', 'orang', 'si', 'orang', 'seru', 'mainya']","['lobi', 'orang', 'si', 'orang', 'seru', 'mai']","['lobi', 'orang', 'si', 'seru', 'mai']","['lobi', 'orang', 'seru', 'mai']",lobi orang seru mai,"[('lobi',), ('orang',), ('seru',), ('mai',)]","[('lobi', 'orang'), ('orang', 'seru'), ('seru', 'mai')]","[('lobi', 'orang', 'seru'), ('orang', 'seru', 'mai')]"
Bakulu Maduhutu,5,2025-10-29 04:48:06,game nya sangat bagus,game nya sangat bagus,game nya sangat bagus,permainan nya sangat bagus,"['permainan', 'nya', 'sangat', 'bagus']","['permainan', 'sangat']","['main', 'sangat']","['main', 'sangat']","['main', 'sangat']",main sangat,"[('main',), ('sangat',)]","[('main', 'sangat')]",[]
Nala Bima Izzati,5,2025-10-29 04:48:05,efef,efef,efef,efef,['efef'],['efef'],['efef'],['efef'],['efef'],efef,"[('efef',)]",[],[]
Fajar SA,5,2025-10-29 04:48:05,bikin kesel dan ga adil,bikin kesel dan ga adil,bikin kesel dan ga adil,bikin kesel dan ga adil,"['bikin', 'kesel', 'dan', 'ga', 'adil']","['kesel', 'adil']","['kesel', 'adil']","['kesel', 'adil']","['kesel', 'adil']",kesel adil,"[('kesel',), ('adil',)]","[('kesel', 'adil')]",[]
Abina Rikza,1,2025-10-29 04:48:04,abis updet kok malah gak bisa masuk tulisanya data eror😤😤😤,abis updet kok malah gak bisa masuk tulisanya data eror😤😤😤,abis updet kok malah gak bisa masuk tulisanya data eror,habis updet kok malah gak bisa masuk tulisanya data eror,"['habis', 'updet', 'kok', 'malah', 'gak', 'bisa', 'masuk', 'tulisanya', 'data', 'eror']","['habis', 'updet', 'tulisanya', 'eror']","['habis', 'updet', 'tulisanya', 'eror']","['habis', 'updet', 'tulisanya', 'eror']","['habis', 'updet', 'tulisanya', 'eror']",habis updet tulisanya eror,"[('habis',), ('updet',), ('tulisanya',), ('eror',)]","[('habis', 'updet'), ('updet', 'tulisanya'), ('tulisanya', 'eror')]","[('habis', 'updet', 'tulisanya'), ('updet', 'tulisanya', 'eror')]"
nocan,5,2025-10-29 04:48:00,game nya seru banget,game nya seru banget,game nya seru banget,permainan nya seru banget,"['permainan', 'nya', 'seru', 'banget']","['permainan', 'seru']","['main', 'seru']","['main', 'seru']","['main', 'seru']",main seru,"[('main',), ('seru',)]","[('main', 'seru')]",[]
Amat Ica,5,2025-10-29 04:47:55,saya sangat suka main ff tapi garena kasih saya hoki terus klo nyepein pliss garena aku sayang garena,saya sangat suka main ff tapi garena kasih saya hoki terus klo nyepein pliss garena aku sayang garena,saya sangat suka main ff tapi garena kasih saya hoki terus klo nyepein pliss garena aku sayang garena,saya sangat suka main ff tapi garena kasih saya hoki terus klo nyepein tolong garena aku sayang garena,"['saya', 'sangat', 'suka', 'main', 'ff', 'tapi', 'garena', 'kasih', 'saya', 'hoki', 'terus', 'klo', 'nyepein', 'tolong', 'garena', 'aku', 'sayang', 'garena']","['sangat', 'garena', 'hoki', 'terus', 'klo', 'nyepein', 'garena', 'sayang', 'garena']","['sangat', 'garena', 'hoki', 'terus', 'klo', 'nyepein', 'garena', 'sayang', 'garena']","['sangat', 'garena', 'hoki', 'terus', 'klo', 'nyepein', 'sayang']","['sangat', 'garena', 'hoki', 'terus', 'klo', 'nyepein', 'sayang']",sangat garena hoki terus klo nyepein sayang,"[('sangat',), ('garena',), ('hoki',), ('terus',), ('klo',), ('nyepein',), ('sayang',)]","[('sangat', 'garena'), ('garena', 'hoki'), ('hoki', 'terus'), ('terus', 'klo'), ('klo', 'nyepein'), ('nyepein', 'sayang')]","[('sangat', 'garena', 'hoki'), ('garena', 'hoki', 'terus'), ('hoki', 'terus', 'klo'), ('terus', 'klo', 'nyepein'), ('klo', 'nyepein', 'sayang')]"
Kevin Saputra,5,2025-10-29 04:47:52,keren,keren,keren,keren,['keren'],[],[],[],[],,[],[],[]
Riski Abdillah,1,2025-10-29 04:47:45,makin lama makin berat ni game,makin lama makin berat ni game,makin lama makin berat ni game,makin lama makin berat ni permainan,"['makin', 'lama', 'makin', 'berat', 'ni', 'permainan']","['makin', 'lama', 'makin', 'berat', 'ni', 'permainan']","['makin', 'lama', 'makin', 'berat', 'ni', 'main']","['makin', 'lama', 'berat', 'ni', 'main']","['makin', 'lama', 'berat', 'main']",makin lama berat main,"[('makin',), ('lama',), ('berat',), ('main',)]","[('makin', 'lama'), ('lama', 'berat'), ('berat', 'main')]","[('makin', 'lama', 'berat'), ('lama', 'berat', 'main')]"
Hikmat,5,2025-10-29 04:47:38,mantapp Garena,mantapp garena,mantapp garena,mantap garena,"['mantap', 'garena']",['garena'],['garena'],['garena'],['garena'],garena,"[('garena',)]",[],[]
Fadly Languyu,5,2025-10-29 04:47:36,mainan ini keren,mainan ini keren,mainan ini keren,mainan ini keren,"['mainan', 'ini', 'keren']",['mainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Rifasya Satya,1,2025-10-29 04:47:33,Gemnya gak seru banyak yang ngecit tapi gak Keben aku gak ngecit di Ben Ama Garena Mimin Boyah tolang jelasin dan apdetan ini aku gak bisa Masuk login maka itu kukasi reting 1 aja,gemnya gak seru banyak yang ngecit tapi gak keben aku gak ngecit di ben ama garena mimin boyah tolang jelasin dan apdetan ini aku gak bisa masuk login maka itu kukasi reting 1 aja,gemnya gak seru banyak yang ngecit tapi gak keben aku gak ngecit di ben ama garena mimin boyah tolang jelasin dan apdetan ini aku gak bisa masuk login maka itu kukasi reting aja,gemnya gak seru banyak yang ngecit tapi gak keben aku gak ngecit di ben ama garena mimin booyah tolang jelasin dan apdetan ini aku gak bisa masuk login maka itu kukasi reting aja,"['gemnya', 'gak', 'seru', 'banyak', 'yang', 'ngecit', 'tapi', 'gak', 'keben', 'aku', 'gak', 'ngecit', 'di', 'ben', 'ama', 'garena', 'mimin', 'booyah', 'tolang', 'jelasin', 'dan', 'apdetan', 'ini', 'aku', 'gak', 'bisa', 'masuk', 'login', 'maka', 'itu', 'kukasi', 'reting', 'aja']","['gemnya', 'seru', 'banyak', 'ngecit', 'keben', 'ngecit', 'ama', 'garena', 'booyah', 'tolang', 'jelasin', 'apdetan', 'kukasi', 'reting']","['gemnya', 'seru', 'banyak', 'ngecit', 'keben', 'ngecit', 'ama', 'garena', 'booyah', 'tolang', 'jelasin', 'apdetan', 'kas', 'reting']","['gemnya', 'seru', 'banyak', 'ngecit', 'keben', 'ama', 'garena', 'booyah', 'tolang', 'jelasin', 'apdetan', 'kas', 'reting']","['gemnya', 'seru', 'banyak', 'ngecit', 'keben', 'ama', 'garena', 'booyah', 'tolang', 'jelasin', 'apdetan', 'kas', 'reting']",gemnya seru banyak ngecit keben ama garena booyah tolang jelasin apdetan kas reting,"[('gemnya',), ('seru',), ('banyak',), ('ngecit',), ('keben',), ('ama',), ('garena',), ('booyah',), ('tolang',), ('jelasin',), ('apdetan',), ('kas',), ('reting',)]","[('gemnya', 'seru'), ('seru', 'banyak'), ('banyak', 'ngecit'), ('ngecit', 'keben'), ('keben', 'ama'), ('ama', 'garena'), ('garena', 'booyah'), ('booyah', 'tolang'), ('tolang', 'jelasin'), ('jelasin', 'apdetan'), ('apdetan', 'kas'), ('kas', 'reting')]","[('gemnya', 'seru', 'banyak'), ('seru', 'banyak', 'ngecit'), ('banyak', 'ngecit', 'keben'), ('ngecit', 'keben', 'ama'), ('keben', 'ama', 'garena'), ('ama', 'garena', 'booyah'), ('garena', 'booyah', 'tolang'), ('booyah', 'tolang', 'jelasin'), ('tolang', 'jelasin', 'apdetan'), ('jelasin', 'apdetan', 'kas'), ('apdetan', 'kas', 'reting')]"
Alya Farzana,5,2025-10-29 04:47:22,kok abis update ga bisa login?,kok abis update ga bisa login?,kok abis update ga bisa login,kok habis update ga bisa login,"['kok', 'habis', 'update', 'ga', 'bisa', 'login']",['habis'],['habis'],['habis'],['habis'],habis,"[('habis',)]",[],[]
Fahrie Alamana,5,2025-10-29 04:47:06,bagus kok,bagus kok,bagus kok,bagus kok,"['bagus', 'kok']",[],[],[],[],,[],[],[]
FITO 00,5,2025-10-29 04:46:50,sagat menarik,sagat menarik,sagat menarik,sagat menarik,"['sagat', 'menarik']","['sagat', 'menarik']","['sagat', 'tarik']","['sagat', 'tarik']","['sagat', 'tarik']",sagat tarik,"[('sagat',), ('tarik',)]","[('sagat', 'tarik')]",[]
Andek Cuy,5,2025-10-29 04:46:37,bagus,bagus,bagus,bagus,['bagus'],[],[],[],[],,[],[],[]
Rizki Solindra,4,2025-10-29 04:46:33,gajelas udh di update mlah gabisa stak gabsa loding,gajelas udh di update mlah gabisa stak gabsa loding,gajelas udh di update mlah gabisa stak gabsa loding,tidak jelas sudah di update mlah tidak bisa stak gabsa loding,"['tidak', 'jelas', 'sudah', 'di', 'update', 'mlah', 'tidak', 'bisa', 'stak', 'gabsa', 'loding']","['jelas', 'mlah', 'stak', 'gabsa', 'loding']","['jelas', 'mlah', 'stak', 'gabsa', 'loding']","['jelas', 'mlah', 'stak', 'gabsa', 'loding']","['jelas', 'mlah', 'stak', 'gabsa', 'loding']",jelas mlah stak gabsa loding,"[('jelas',), ('mlah',), ('stak',), ('gabsa',), ('loding',)]","[('jelas', 'mlah'), ('mlah', 'stak'), ('stak', 'gabsa'), ('gabsa', 'loding')]","[('jelas', 'mlah', 'stak'), ('mlah', 'stak', 'gabsa'), ('stak', 'gabsa', 'loding')]"
Refalilik Refa,5,2025-10-29 04:46:27,іᥒі gᥲmᥱ 𝖿𝖿 sᥱrᥙ banget🧚‍♀️😽,іᥒі gᥲmᥱ 𝖿𝖿 sᥱrᥙ banget🧚‍♀️😽,gm sr banget,gm sr banget,"['gm', 'sr', 'banget']","['gm', 'sr']","['gm', 'sr']","['gm', 'sr']",[],,[],[],[]
nanta fizah,3,2025-10-29 04:46:26,"tolong di perbaiki setiap ada update, ff saya tidak bisa/gagal mendapatkan game file tulisan nya, tolong di perbaiki","tolong di perbaiki setiap ada update, ff saya tidak bisa/gagal mendapatkan game file tulisan nya, tolong di perbaiki",tolong di perbaiki setiap ada update ff saya tidak bisagagal mendapatkan game file tulisan nya tolong di perbaiki,tolong di perbaiki setiap ada update ff saya tidak bisagagal mendapatkan permainan file tulisan nya tolong di perbaiki,"['tolong', 'di', 'perbaiki', 'setiap', 'ada', 'update', 'ff', 'saya', 'tidak', 'bisagagal', 'mendapatkan', 'permainan', 'file', 'tulisan', 'nya', 'tolong', 'di', 'perbaiki']","['perbaiki', 'bisagagal', 'mendapatkan', 'permainan', 'file', 'tulisan', 'perbaiki']","['baik', 'bisagagal', 'dapat', 'main', 'file', 'tulis', 'baik']","['baik', 'bisagagal', 'dapat', 'main', 'file', 'tulis']","['baik', 'bisagagal', 'dapat', 'main', 'file', 'tulis']",baik bisagagal dapat main file tulis,"[('baik',), ('bisagagal',), ('dapat',), ('main',), ('file',), ('tulis',)]","[('baik', 'bisagagal'), ('bisagagal', 'dapat'), ('dapat', 'main'), ('main', 'file'), ('file', 'tulis')]","[('baik', 'bisagagal', 'dapat'), ('bisagagal', 'dapat', 'main'), ('dapat', 'main', 'file'), ('main', 'file', 'tulis')]"
Kelam Permai,5,2025-10-29 04:46:15,Krn abis Garena,krn abis garena,krn abis garena,krn habis garena,"['krn', 'habis', 'garena']","['krn', 'habis', 'garena']","['krn', 'habis', 'garena']","['krn', 'habis', 'garena']","['krn', 'habis', 'garena']",krn habis garena,"[('krn',), ('habis',), ('garena',)]","[('krn', 'habis'), ('habis', 'garena')]","[('krn', 'habis', 'garena')]"
Rafif Dilas Bukhari,1,2025-10-29 04:46:05,"knp gk bisa masuk game, tulisan loading nya error","knp gk bisa masuk game, tulisan loading nya error",knp gk bisa masuk game tulisan loading nya error,knp gk bisa masuk permainan tulisan loading nya error,"['knp', 'gk', 'bisa', 'masuk', 'permainan', 'tulisan', 'loading', 'nya', 'error']","['knp', 'permainan', 'tulisan', 'loading', 'error']","['knp', 'main', 'tulis', 'loading', 'error']","['knp', 'main', 'tulis', 'loading', 'error']","['knp', 'main', 'tulis', 'loading', 'error']",knp main tulis loading error,"[('knp',), ('main',), ('tulis',), ('loading',), ('error',)]","[('knp', 'main'), ('main', 'tulis'), ('tulis', 'loading'), ('loading', 'error')]","[('knp', 'main', 'tulis'), ('main', 'tulis', 'loading'), ('tulis', 'loading', 'error')]"
Daffa Muzaki,2,2025-10-29 04:46:05,"minn, game epep saya habis di update kok malah ngebug, nggak bisa masuk","minn, game epep saya habis di update kok malah ngebug, nggak bisa masuk",minn game epep saya habis di update kok malah ngebug nggak bisa masuk,minn permainan epep saya habis di update kok malah ngebug nggak bisa masuk,"['minn', 'permainan', 'epep', 'saya', 'habis', 'di', 'update', 'kok', 'malah', 'ngebug', 'nggak', 'bisa', 'masuk']","['minn', 'permainan', 'epep', 'habis', 'ngebug']","['minn', 'main', 'epep', 'habis', 'ngebug']","['minn', 'main', 'epep', 'habis', 'ngebug']","['minn', 'main', 'epep', 'habis', 'ngebug']",minn main epep habis ngebug,"[('minn',), ('main',), ('epep',), ('habis',), ('ngebug',)]","[('minn', 'main'), ('main', 'epep'), ('epep', 'habis'), ('habis', 'ngebug')]","[('minn', 'main', 'epep'), ('main', 'epep', 'habis'), ('epep', 'habis', 'ngebug')]"
Gunawan 1998,5,2025-10-29 04:46:02,bagus tapi tolong gerafik nya tambah bagusin SG gratis bundel geratis,bagus tapi tolong gerafik nya tambah bagusin sg gratis bundel geratis,bagus tapi tolong gerafik nya tambah bagusin sg gratis bundel geratis,bagus tapi tolong gerafik nya tambah bagusin sg gratis bundel geratis,"['bagus', 'tapi', 'tolong', 'gerafik', 'nya', 'tambah', 'bagusin', 'sg', 'gratis', 'bundel', 'geratis']","['gerafik', 'bagusin', 'sg', 'gratis', 'bundel', 'geratis']","['gerafik', 'bagusin', 'sg', 'gratis', 'bundel', 'gerat']","['gerafik', 'bagusin', 'sg', 'gratis', 'bundel', 'gerat']","['gerafik', 'bagusin', 'gratis', 'bundel', 'gerat']",gerafik bagusin gratis bundel gerat,"[('gerafik',), ('bagusin',), ('gratis',), ('bundel',), ('gerat',)]","[('gerafik', 'bagusin'), ('bagusin', 'gratis'), ('gratis', 'bundel'), ('bundel', 'gerat')]","[('gerafik', 'bagusin', 'gratis'), ('bagusin', 'gratis', 'bundel'), ('gratis', 'bundel', 'gerat')]"
Ujangpagun Kentat,5,2025-10-29 04:45:59,mantap garena,mantap garena,mantap garena,mantap garena,"['mantap', 'garena']",['garena'],['garena'],['garena'],['garena'],garena,"[('garena',)]",[],[]
Eko lidia sungkowati,1,2025-10-29 04:45:55,pas update kan Uda 100 persen tapi malah gak ke update,pas update kan uda 100 persen tapi malah gak ke update,pas update kan uda persen tapi malah gak ke update,pas update kan sudah persen tapi malah gak ke update,"['pas', 'update', 'kan', 'sudah', 'persen', 'tapi', 'malah', 'gak', 'ke', 'update']",['persen'],['persen'],['persen'],['persen'],persen,"[('persen',)]",[],[]
Ahmad nur Alviansyah,2,2025-10-29 04:45:51,min kenapa kok gagal mulu download abdate di in gameny jdi gk bisa masuk😡,min kenapa kok gagal mulu download abdate di in gameny jdi gk bisa masuk😡,min kenapa kok gagal mulu download abdate di in gameny jdi gk bisa masuk,min kenapa kok gagal mulu download abdate di in gameny jdi gk bisa masuk,"['min', 'kenapa', 'kok', 'gagal', 'mulu', 'download', 'abdate', 'di', 'in', 'gameny', 'jdi', 'gk', 'bisa', 'masuk']","['gagal', 'mulu', 'abdate', 'in', 'gameny', 'jdi']","['gagal', 'mulu', 'abdate', 'in', 'gameny', 'jdi']","['gagal', 'mulu', 'abdate', 'in', 'gameny', 'jdi']","['gagal', 'mulu', 'abdate', 'gameny', 'jdi']",gagal mulu abdate gameny jdi,"[('gagal',), ('mulu',), ('abdate',), ('gameny',), ('jdi',)]","[('gagal', 'mulu'), ('mulu', 'abdate'), ('abdate', 'gameny'), ('gameny', 'jdi')]","[('gagal', 'mulu', 'abdate'), ('mulu', 'abdate', 'gameny'), ('abdate', 'gameny', 'jdi')]"
Ariel Awaly,5,2025-10-29 04:45:34,barang barang terlalu mahal,barang barang terlalu mahal,barang barang terlalu mahal,barang barang terlalu mahal,"['barang', 'barang', 'terlalu', 'mahal']","['barang', 'barang', 'mahal']","['barang', 'barang', 'mahal']","['barang', 'mahal']","['barang', 'mahal']",barang mahal,"[('barang',), ('mahal',)]","[('barang', 'mahal')]",[]
Wiwi,3,2025-10-29 04:45:21,lepas update jadi leg teruk . er,lepas update jadi leg teruk . er,lepas update jadi leg teruk er,lepas update jadi lemot teruk er,"['lepas', 'update', 'jadi', 'lemot', 'teruk', 'er']","['lepas', 'teruk', 'er']","['lepas', 'teruk', 'er']","['lepas', 'teruk', 'er']","['lepas', 'teruk']",lepas teruk,"[('lepas',), ('teruk',)]","[('lepas', 'teruk')]",[]
Muhammadpagar Alamsaka,5,2025-10-29 04:45:02,coba download dulu abis itu mainin pasti seru,coba download dulu abis itu mainin pasti seru,coba download dulu abis itu mainin pasti seru,coba download dulu habis itu mainin pasti seru,"['coba', 'download', 'dulu', 'habis', 'itu', 'mainin', 'pasti', 'seru']","['habis', 'seru']","['habis', 'seru']","['habis', 'seru']","['habis', 'seru']",habis seru,"[('habis',), ('seru',)]","[('habis', 'seru')]",[]
zainuddin zainuddin,5,2025-10-29 04:44:57,gem yang sangat bangus,gem yang sangat bangus,gem yang sangat bangus,permainan yang sangat bangus,"['permainan', 'yang', 'sangat', 'bangus']","['permainan', 'sangat', 'bangus']","['main', 'sangat', 'bangus']","['main', 'sangat', 'bangus']","['main', 'sangat', 'bangus']",main sangat bangus,"[('main',), ('sangat',), ('bangus',)]","[('main', 'sangat'), ('sangat', 'bangus')]","[('main', 'sangat', 'bangus')]"
Vaira Nagita,5,2025-10-29 04:44:52,sangat bagus di mainkan umur 50 th ke atas😘😝🥰,sangat bagus di mainkan umur 50 th ke atas😘😝🥰,sangat bagus di mainkan umur th ke atas,sangat bagus di mainkan umur th ke atas,"['sangat', 'bagus', 'di', 'mainkan', 'umur', 'th', 'ke', 'atas']","['sangat', 'mainkan', 'umur', 'th', 'atas']","['sangat', 'main', 'umur', 'th', 'atas']","['sangat', 'main', 'umur', 'th', 'atas']","['sangat', 'main', 'umur', 'atas']",sangat main umur atas,"[('sangat',), ('main',), ('umur',), ('atas',)]","[('sangat', 'main'), ('main', 'umur'), ('umur', 'atas')]","[('sangat', 'main', 'umur'), ('main', 'umur', 'atas')]"
Sapa Ajatuh,2,2025-10-29 04:44:47,ini login kaga bisa lagi masuk tuh kuning kuning nya kan jalan kenapa durung ngulang anjing jaringan bagus game jangan kebanyakan bag mood,ini login kaga bisa lagi masuk tuh kuning kuning nya kan jalan kenapa durung ngulang anjing jaringan bagus game jangan kebanyakan bag mood,ini login kaga bisa lagi masuk tuh kuning kuning nya kan jalan kenapa durung ngulang anjing jaringan bagus game jangan kebanyakan bag mood,ini login kaga bisa lagi masuk tuh kuning kuning nya kan jalan kenapa durung ngulang anjing jaringan bagus permainan jangan kebanyakan bag mood,"['ini', 'login', 'kaga', 'bisa', 'lagi', 'masuk', 'tuh', 'kuning', 'kuning', 'nya', 'kan', 'jalan', 'kenapa', 'durung', 'ngulang', 'anjing', 'jaringan', 'bagus', 'permainan', 'jangan', 'kebanyakan', 'bag', 'mood']","['kaga', 'kuning', 'kuning', 'durung', 'anjing', 'permainan', 'jangan', 'kebanyakan', 'bag', 'mood']","['kaga', 'kuning', 'kuning', 'durung', 'anjing', 'main', 'jangan', 'banyak', 'bag', 'mood']","['kaga', 'kuning', 'durung', 'anjing', 'main', 'jangan', 'banyak', 'bag', 'mood']","['kaga', 'kuning', 'durung', 'anjing', 'main', 'jangan', 'banyak', 'bag', 'mood']",kaga kuning durung anjing main jangan banyak bag mood,"[('kaga',), ('kuning',), ('durung',), ('anjing',), ('main',), ('jangan',), ('banyak',), ('bag',), ('mood',)]","[('kaga', 'kuning'), ('kuning', 'durung'), ('durung', 'anjing'), ('anjing', 'main'), ('main', 'jangan'), ('jangan', 'banyak'), ('banyak', 'bag'), ('bag', 'mood')]","[('kaga', 'kuning', 'durung'), ('kuning', 'durung', 'anjing'), ('durung', 'anjing', 'main'), ('anjing', 'main', 'jangan'), ('main', 'jangan', 'banyak'), ('jangan', 'banyak', 'bag'), ('banyak', 'bag', 'mood')]"
