userName,score,at,content
Amel Zahro,5,2025-09-29 07:51:05,bug diwifinya jadi harus login ulang mulu udah intinya bug diwifi terus kalau loading lama apalagi yang server 3 tinggal masuk keloby gagal mulu cape ^_^ kena afk mulu karena sengaja kalah pas main CS padahal wifiku ngelag kalau mau normal gitu lama wifinya dah warna putih tapi kalau nembak musuh ga kena kayak wifi pas ngelag kalau mau normal lagi harus login ulang yang paling kesel ya pas server 3 apa lagi pas loading gagal sampai berapa kali.ku kasih bintang 5 walaupun banyak bug.perbaiki ya^_
sukmawati cantik,1,2025-09-29 07:47:57,game nya burik
Azmin,5,2025-09-29 07:40:06,game tinggal drag aja headshot TPI masih banyak yg pke panel/aim lock
Raska Isra,5,2025-09-29 07:37:06,game ff ini sangat bagus grafiknya selama aku main br dan cs sangat seru tapi tolong perbaiki biar gak ngelek
Ipin ayu Viranto Yeni,5,2025-09-29 07:35:17,terbayang
Sabri Bro,5,2025-09-29 07:32:48,keren
yeni niswanty,5,2025-09-29 07:32:48,aku suka banget karna bisa mabar
Ciko Miko009,5,2025-09-29 07:32:36,bagus
Aliff Cangkleng,5,2025-09-29 07:29:57,game nya bagus dan ada naga AK 2jt sama shotgun black hole SG 2jt bisa main bareng temen GG
Aisyah Ayu,5,2025-09-29 07:28:08,sangat bagusss
WONG TULUS,5,2025-09-29 07:28:06,bagus banget. aku dari dulu gak nyadar di tiang listirk ada gambar anak kecil di bawah tiang kan ada batu kotak disitu gambarnya serem.
Asep Sobandi,5,2025-09-29 07:26:42,rame
Nur hadi Aksan,5,2025-09-29 07:19:45,1000000 daimen
dedek prakocak,1,2025-09-29 07:14:45,game tololll
Saiful Jamil,1,2025-09-29 07:02:02,tidak seru
Afef Gmc,1,2025-09-29 06:59:32,bagus
Rehan Hasibuan,5,2025-09-29 06:58:21,Bg raihan Iqbal maulana hasibuan
Ismai Mail,5,2025-09-29 06:54:06,ok
Desi Anastia,5,2025-09-29 06:53:40,ini gem isi nya bocil epep😎😎😎😝 seru bang Cok
Wahyu Nova saputra,5,2025-09-29 06:53:12,Game nya OP BANGET
Jeni Wulandari,1,2025-09-29 06:52:39,gua kasih bintang satu karena akun gua ilang terus balikin woi akun ff gua udh rawat dari nol ilang malahan tambah males gua main ff game burik
Aditya Farhan Nugraha,1,2025-09-29 06:50:20,Game burikkkkkkkk
Jihan Talita ulfah,5,2025-09-29 06:44:26,"aplikasi ini sangat keren, tapi min tempat top up nya dimana🗿"
Anto Anto,5,2025-09-29 06:41:49,gak tau tapi seru
Ul U'ul,5,2025-09-29 06:37:59,karna game ini sngt baik
Skibidi Dop dop,1,2025-09-29 06:36:15,KOE KONTOL NGERTI PO RA BY ONE ASU GAME GOBLOK TAI LA
Leo Wandira,5,2025-09-29 06:36:08,bismillahirrahmanirrahim akun sultan
ROPIK,5,2025-09-29 06:32:35,seru
Gatot Mempone,1,2025-09-29 06:27:23,jaringan nya kaya tai laso
Eky Putra,1,2025-09-29 06:25:30,gajelas ngebalklist yang murni lol banget saran buat yang mau downlod game ini lebih baik main mobile legend
Desrimutia,3,2025-09-29 06:24:43,bagus banget game nya udah map nya bagus banget banyak bandel dan senjata nya juga bagus2
Galuh Cahyadi,5,2025-09-29 06:21:54,ff selamanya
Ina Rodiah,5,2025-09-29 06:19:05,bagus banget sumpah
Made Suardana,1,2025-09-29 06:18:12,di bl tampa sebap
rizky bw,5,2025-09-29 06:10:51,Bagus.... singkat padat dan jelas
Iccang Jhi,2,2025-09-29 06:07:56,gak bisa Mabar gak bisa rank padahal honor SCOR penuh gua udah uninstall dan download kembali tapi tetap nggak bisa lalu gua pake akun lain nggak bisa juga mohon di baca dan di perbaiki
Dian Mardiana,5,2025-09-29 06:04:47,baik
Bowo,3,2025-09-29 06:04:08,KARNA ADA YANG AFK BAGI DM
Eko darus Putra Wijaya,1,2025-09-29 06:00:59,skill yang buruk seperti ryden karna stun dan banyak yang kesal sama karakter skill yang satu ini😡😡
Irna Yanti,5,2025-09-29 05:59:26,mantap game nya seru tapi kalo lagi bewwan suka ngelag
Dil,5,2025-09-29 05:53:21,min akun ku kembalikan
RARA RISKI,5,2025-09-29 05:52:00,😍😍😍
Nasihul Ibad,1,2025-09-29 05:51:53,game kikir burik gampang ngelag p
Yosafat Opang,5,2025-09-29 05:49:04,bagus tapi banyak bug nya
Antenk Freedom,5,2025-09-29 05:44:40,anjai alokk
Bang maysarhulu Bang maysarhulu,5,2025-09-29 05:38:00,ff sangat baik dan jika saya minta bantu maka pihak ff menolong
Astri Melilov,5,2025-09-29 05:37:19,bagusss
Iveco 01,5,2025-09-29 05:36:20,karena bagus
Triyadi Kusuma,5,2025-09-29 05:36:00,karena free fire max sangat bagus dan menarik game nya
Muhammad “Zaydan” Zaidan,2,2025-09-29 05:34:16,"game nya terlalu buruk,, sering patah"" dan ngelek tiba"" jika jumpa musuh padahal jaringan bagus, menyebabkan kalah dan musuh yg sudah kena tembak demek terlalu kecil,, cukup buruk free fare dimainkan"
Hanny juventini Prok,1,2025-09-29 05:33:33,pendo
Ika Brownies,1,2025-09-29 05:30:39,Game ff itu membuat gua darah tinggi game burik dasar
Infinix Rawa Duta,5,2025-09-29 05:30:29,tolong akun saya ke bl
Harman,5,2025-09-29 05:30:20,mantap
Yunos Aja,5,2025-09-29 05:18:19,game ini sangat bagus Tampa iklan dan bebas virus aku suka banget 😘🥰
fitnata 16,5,2025-09-29 05:14:47,gemku dari2021 sampai 2025 makasi ff 🥰
Khirzull Fahmiakbar3_45,5,2025-09-29 05:12:24,gem sangat asik
Muhammad ilyan,5,2025-09-29 05:11:43,game burik 8 bit gada pintu
Apri Lia,5,2025-09-29 04:58:47,game berat
Vivo Mlw,5,2025-09-29 04:51:02,free firee bagus
Aziza Humaira,5,2025-09-29 04:47:49,cocok untuk saya
Fhatan 2025,5,2025-09-29 04:44:30,game nya seru
Yohanes,1,2025-09-29 04:28:55,"aku g make apa apa sejenis file atau cheat gitu tapi di reprt org dapat surat dari garena atau feedback bahwasan nya aku malakukan kecurangan, udh 3x ganti aku semua sama aja, kek mana ini garena ga tenang saya main karna tuduhan cheat itu"
Dhea Permata,5,2025-09-29 04:26:48,👍
Sri Rahayu,5,2025-09-29 04:09:22,coba Garena kasi diamon secara gratis
Ani Mamah nya aryil,1,2025-09-29 04:06:12,gem tidak bagus orang ngomong kasar bug geme aim nya sakit ga yang dulu ff es kepal nya cuma dua di batau mohon garena ben yang ngomong kasar dan hilanin bug nya
Windi Mershita,5,2025-09-29 04:00:53,seruuu pakee bangettttt mainnnnyaa gak bakalan ku hapuss sii iniii fixxx jadii game favv kuuuu
Nila Wati,5,2025-09-29 03:58:49,seru banget loh sampai aku tidur aja udah ga sabar bangun buat main ff
Rantika Indra Jaya,5,2025-09-29 03:56:46,sangat bgus aku main dari tahun 2018
Iis Marlina,5,2025-09-29 03:46:57,permainan free fire ini sangat seru cocok bgt untuk yg lagi bosen main ini terus nanti ada musuh bukan nya bosen jadi panik karna takut sama musuh jadi kalo aku main free fire aku suka dan aku ketagihan bgt itu dari saya makasih muahh
Reihan Ramadhan,1,2025-09-29 03:45:08,Urusin dlu tu bug ny jangan ngasih even trus tapi masalah GK di urus
Jonik,5,2025-09-29 03:35:02,sangat bagus
Abdi Musyafa,4,2025-09-29 03:32:14,sangat bagus
Garena Baik,5,2025-09-29 03:27:02,ini gema bagus dan tapi ga ada item item yang di geratissin
Dapur Kuring Bandung DKBcatering,5,2025-09-29 03:24:21,bagussss
titin madusari,5,2025-09-29 03:23:19,karna sru banget
MOH JALIL JALIL,5,2025-09-29 03:22:41,jLil
Moh Hardi,4,2025-09-29 03:13:15,Makasih ya udah buat aku senang ff max
Vindo gana,5,2025-09-29 03:09:56,enak dimana kan 😘
Epickmoment Ygy,1,2025-09-29 03:06:19,"tolong perbaiki bug nya, seperti event yang tiba tiba hilang,dan suara yang tidak ada saat main di game"
Reybi Ybi,5,2025-09-29 03:02:21,bagus
Tety Arisa,5,2025-09-29 02:53:38,gaim nya seru Garena gak boong ko cuma kecewa gak pernah dapet diamon
Ciko Ciko,5,2025-09-29 02:42:38,gpp cuma bagus aja
M mutammimul Ubaid,5,2025-09-29 02:39:15,mantap
Dimas,2,2025-09-29 02:32:50,sinyal naik
Mr Boy,5,2025-09-29 02:24:50,™✓✓[[[™[. mm
kamu nanya?,5,2025-09-29 02:10:31,sangat seru dan bagus
Rizky Alif Rafadinta,1,2025-09-29 02:05:50,lawan tidak sesuai dengan tim
Noufal Aprindo,5,2025-09-29 02:03:40,bagus kalian gem ya tapi yg donggg hek aku kau donggg tong baca y terimakasih 🙏🙏
akun log,5,2025-09-29 02:02:36,bagus banget
Maria hotmauli tobing,5,2025-09-29 01:57:12,Garena gua habis ketemu citer di cs gua riport malah gua yang dibilang sama sistem sengaja kalah tolong jelasin
Jagoan Neon,5,2025-09-29 01:54:50,saya ingin bandle yang bagus tapi tidak punya diamond
Gibran Lionil z,5,2025-09-29 01:50:53,game nya sangat bagus saya suka
Qwerty,5,2025-09-29 01:32:35,sangat seru lumayan buat ngisi waktu luang
Zulianti jul22,5,2025-09-29 01:32:21,biar bintang yg menjelaskan
Rizal Lesmana,1,2025-09-29 01:22:28,BUG ONMIC BENERIN WOIII🤬🤬🤬
boban jawir,1,2025-09-29 01:22:21,woi Garena akun gua mana kocak gua gak pake chit kok bisa ke ben permanen sih wahh kacaw sihh ini mahh!!!!
Tiannn Anton,5,2025-09-29 01:17:42,Fire fire Max
Iyo Ebeull,1,2025-09-29 00:54:28,game ini sangat buruk tidak memberikan diamond secara gratis padahal kan cuman permainan dan juga loby nya cuman ada satu sangat jelek beda dengan mlbb game yang sangat bagus
Muhammad Fikri,1,2025-09-29 00:49:26,"yang gue masalahin dari awal game free fire ini rilis cuma gloo wal nya aja sih,, coba hapus gloo wal dalam game ini,biar nuansa game fps nya agak brasa dikit,,"
Misno,5,2025-09-29 00:49:16,aku baru buat akun udah prime 8 level 100 dan aku baru main battle Royal auto headshoot padahal aku gak pakek cheat
Wong ireng Jembutan,5,2025-09-29 00:45:15,itu yang ngeluh bermasalah lag atau mikrofon nya coba ganti hape yg lebih bagus deh
Sandi Sandi,5,2025-09-29 00:27:14,sangat senang
Imam MahdiRamadhan,5,2025-09-29 00:25:56,aku cinta ff
Hudriah Paruasih,5,2025-09-29 00:20:51,sumua harus donlod 🤩🤩🤩
Sembara Sembara,5,2025-09-29 00:12:51,kerennnnn
Sandi Sandi ejee,5,2025-09-29 00:08:01,games nya bagus seru
Apeng Ya kna,1,2025-09-29 00:02:05,banyak bug ngent
Holilur Rohman,5,2025-09-28 23:57:12,game nya bagus kuranggak ada pintu
Al Ghozali,5,2025-09-28 23:29:19,SAYA SUKA GAME PERANG DAN SAYA COBA MAIN SAYA DAPAT SKIN GRATIS YANG KEREN DAN LUCU👍
Ja'fartsani0132 Farr13,1,2025-09-28 23:28:15,Akun serimg kena banet
Eka Firmansyah,5,2025-09-28 23:21:11,suka banget
Khaira Varisha,5,2025-09-28 23:19:48,Bagus
Joko Sutisno,5,2025-09-28 23:11:38,mantep
Khafil Numan Rifa'i,5,2025-09-28 22:09:03,Game ini saya sangat suka
Ros Mani,5,2025-09-28 21:34:18,kembali lagi untuk main hehe😀
Hafla,5,2025-09-28 21:11:35,min kapan colab anime lagi 😁😁
Ghiyan Fadhil Syabana,5,2025-09-28 21:04:51,bagus
Herry Kurniawan,3,2025-09-28 19:34:43,"selain sinyal kurang bagus, microphone dalam game juga sering bug tidak bisa dinyalakan hanya ada tulisan sedang menghubungkan, meski ditunggu lama tetap saja tidak normal kembali. tolong di fiks."
aban Pratama,5,2025-09-28 19:09:13,ok
dendi saputra,5,2025-09-28 18:19:33,the best
•Jad_ Ijad•,5,2025-09-28 18:16:07,baik
Soni Waibangga,5,2025-09-28 18:07:56,sangat baik
Risqi Aprillian,1,2025-09-28 17:20:55,byk bug
Andre,1,2025-09-28 17:15:55,"game sii bagus,, tapi sinyalnya eror eror"
Hus Ni,5,2025-09-28 16:47:15,Untuk membuat
Muhammad Dzaky,5,2025-09-28 16:42:42,aku suka banget sama geme ini kerana banyak EVENT yang bagus
Ayska Salsha,5,2025-09-28 16:30:53,˙ . ꒷ 🍙 . 𖦹˙— 🐈‍⬛
Randi Setiawan01,1,2025-09-28 16:29:43,game rusak
Pundng Idayat,5,2025-09-28 16:08:50,👍🏻👍🏻
muhammad iqbal,2,2025-09-28 16:01:36,"chiter meresahhhkan baget bg, tolong di perbaiki lgi dong"
Ininisaa_,1,2025-09-28 15:58:58,game nya bagus bngt seru apalagi bisa mabar sama tmen pokonya seru deh cocok buat cewe atau cowo juga
Ardian Saputra,5,2025-09-28 15:30:30,jos
Ratnasari Sari,5,2025-09-28 15:18:53,gemnya bagus banget sama gerapiknya
zandhyzm zandhy,5,2025-09-28 15:14:47,baik
Alvaro Kevin,5,2025-09-28 15:05:58,bagus banget seru apa lagi bareng pacar
Halim Mdp,5,2025-09-28 15:04:15,bagus
Tik Zxyy,5,2025-09-28 14:58:54,senang
Dede Salim,5,2025-09-28 14:51:42,game nya seru
Seeinzzz,1,2025-09-28 14:42:45,semakin kesini makin GK jelas ni game
Febby Nindy,1,2025-09-28 14:28:23,bug mic lah betulin
Zaman Putra,5,2025-09-28 14:27:39,bg putra
Alfat Holopi,1,2025-09-28 14:25:04,we need old peak
Ardi Ansyah,1,2025-09-28 14:24:01,kapan pulgatorinya
Altap Ganteng,5,2025-09-28 14:22:34,mantap buat isian TPI jngn kecil kecil map nya dong
Eryan Gusman,1,2025-09-28 14:21:37,game banyak bug benerin lol
Kue,5,2025-09-28 14:21:21,Game nya seru
Batik Aja,5,2025-09-28 14:17:30,petir FF Bagus sekali co saking bagusnya aku juga punya bandel setan
Ridwan Ridu,5,2025-09-28 14:10:56,game bagus
Ramadan Loren,5,2025-09-28 14:09:36,game ini bagus tapi kalo ga Mabar sama temen bosenin. saran update seterusnya bikin semenarik mungkin biar ga bikin bosen pemain pemain ny dan perbaiki bug ny
Fahri Muhammad Al fahri,1,2025-09-28 14:09:29,"alasan saya memberikan bintang 1 karena setiap kali saya main sering time out, jaringan 999+ lah, pdhl 4G loh!!! Tolong dong pihak Garena di perbagus lagi sistemnya, yg terutama jaringan, 4G full balok malah time out/999+, sering banget terjadi kalau lagi war"
Winston Lowie,5,2025-09-28 14:03:56,sangat enak di main
Ahmad Laili,5,2025-09-28 14:03:32,saya senang sekali main gem ini
Adi Santung,5,2025-09-28 13:59:57,bagus sekali
Romz Isoo ae,5,2025-09-28 13:56:47,bang gip alok bang
ALF RANZZ,5,2025-09-28 13:56:15,ACUMALAKA
Pipinsalpainsah king,5,2025-09-28 13:54:57,game ini sangat bagussss
Abdul azka,1,2025-09-28 13:48:21,min kenapa ga bisa masuk pake akun google sama 1 lagi kenapa ga bisa masuk di lobby
Fabrian Yanis,1,2025-09-28 13:44:50,seru
Fhy Pamo,5,2025-09-28 13:44:03,free firee the best
Salfa Fitri,5,2025-09-28 13:42:57,sangat seru sekali permainan ini
Widya Antika,2,2025-09-28 13:41:12,gem bagus tapi minimal ada SG dua riper gratis
Dzaky Ananda,5,2025-09-28 13:40:57,bagusssss
AlfinKC,3,2025-09-28 13:40:44,seru sih tapi abis byone kadang jaringannya ngelag padahal jaringannya bagus.
rigo rigo,5,2025-09-28 13:40:14,ff burik ga ada pintu ama kaca
Aan devita,1,2025-09-28 13:35:14,"Game nya benerin napa sih, jaringan bagus masa jadi jelek banyak bug, masa suka tiba tiba keluar kan gak jelas, anj*ng"
Silvasilva Iva,5,2025-09-28 13:32:52,baGussssssssss🥰🥰🥰🗿
Naufal abid Aufa,5,2025-09-28 13:32:31,bagus
Rizky Balap,1,2025-09-28 13:29:58,game Burik 2 d😂😂
Tatang Muchtar,1,2025-09-28 13:25:56,ini game kaya nge nge mendingan roblox
Abdul Aziz,5,2025-09-28 13:21:48,mecyamakig yah lama ajir gimana nih Garena udah APUS donlod lagih gimana nih Garena
Azzam 21,4,2025-09-28 13:20:26,ini sangat bagus cuman ada ajah ini MB atau GB nya banyak banget dari pada free fire
Game K2,1,2025-09-28 13:14:21,Hee bocil epep yg suka ngeluh leg leg itu sinyal nya di cek dulu kalo msh leg itu hp lu ga kuat main epep MAXXXXXXX
sulis tia nurlaila,5,2025-09-28 13:13:57,rameee
Iis Ismayanti,5,2025-09-28 13:11:50,bagus aku suka bangetttt😊😊😊😊😊😊😊
Syafiq,5,2025-09-28 13:07:04,keren
FIKRI RAMADAN,1,2025-09-28 13:06:40,panutan ku pensi Budi tolong perbaikin dulu gem nya kecewa banget
Mia Sumiaty,5,2025-09-28 13:05:45,ff max nya seru banget aim jadi nampel parah
Rasman kamprett Rasman kampret,5,2025-09-28 13:04:24,rasman
Sandi Susandi,5,2025-09-28 13:03:45,hebat
Nimah Rihana,5,2025-09-28 13:02:49,yang lain ya garena jangan ini ini terus jadi bosan bikin game kayak gini juga ya
Aliffiandra Maulana,1,2025-09-28 13:00:40,LO APAIN BANG BUDI WOYY❗❗❗
Landos berutu,5,2025-09-28 12:55:27,game ini sangat enak dimainkan
memed jojo,5,2025-09-28 12:55:04,bismilah lancar dan tidak negelek padahal caringan bagus tapi nengelek udh demi ff sampai hapus aplikasi
Nia Rasnawati,4,2025-09-28 12:55:01,maaf soalnya saya main udah bintang 61 ko nurunya 2 bintang ya 🙏
Aditya Saja,2,2025-09-28 12:54:57,game burik banyak bug damage nya dan banyak delay nya
Vredi Alex,5,2025-09-28 12:45:36,Jegé- sm dia pergi dari genus Onthophagus dan➕ kingdom yt udah ga t a good👍👍 day and I you want to be a great day yesterday but it's not just got back from me to be on your own place
Izza Cute,5,2025-09-28 12:41:31,permainan nya yang pasti seru dong
Rastian Tianst,2,2025-09-28 12:41:29,bagus main nya
Akun konsumen,5,2025-09-28 12:39:33,keren
Darsoliant umbu Nahoe,5,2025-09-28 12:39:16,gem yg menghiburkan
M. QAMARUL ARIFIN,4,2025-09-28 12:39:12,baperan ff
Panjivenom black,5,2025-09-28 12:38:02,aku suka main ff aku suka nembak nembak hahahahahaha
Ilham Saputra,5,2025-09-28 12:37:29,udah pernah main dari 2020 sejauh ini aman ajaa
Irfan Maulana,5,2025-09-28 12:34:08,"assalamualaikum warahmatullahi wabarakatuh, salam toleransi🙏🙏"
Mimi Wang,2,2025-09-28 12:33:40,masa aku udah beli sepesial aidrop tapi dimon sama hadiah nya ngga ada sama duitnya juga ilang
Bun Bun,4,2025-09-28 12:31:37,game ini seru
Nengah Adi,5,2025-09-28 12:21:11,"game nya sih bagus tapi banyak bug nya contohnya bug demage,bug tembus glowall dan dll, dan juga mohon akun saya yang hilang dikembalikan soalnya akun itu banyak kenangan, sekian terimakasih. oooh iya tolong akun saya yang ETER_UTA dikembalikan segera please terimakasih garena"
Khairy Jibrael Alif,5,2025-09-28 12:19:19,game favorit 😎🙁🙁
Hoshino Takanashi,1,2025-09-28 12:18:58,bangke akun gw di ban Garena gara gara jarang on+di riset
Aldi setia,1,2025-09-28 12:13:49,garena gak adil cuman player sultan yang dikasih senjata atau bandle gratis dan aku tadi main sudah kil 1 tapi masih turunnnn
Rasya alfahrul Zidan,5,2025-09-28 12:11:45,game ini sangat bagus walau akun saya ke bl tapi ini game sangat seru
ALFARIL ILHAM,5,2025-09-28 12:05:51,burikk
Anisah nisbah,5,2025-09-28 11:57:09,agak burik dikit suka ngelag padahal wifi masih bagus sinyal nya kalau main br cs ngelag turun honor scornya tapi kasih bintang lima aja
Kelvin Andries,1,2025-09-28 11:56:50,"game ff buriq sinyal bagus, tagi ngeleg terus, dasar mimin garena😠😠😠😠"
Diky Boy,5,2025-09-28 11:54:23,Man oke baik
awal ganteng wall,5,2025-09-28 11:53:46,game nya gacor 😍
Putu Candra,5,2025-09-28 11:49:07,ff bagus
Givano,4,2025-09-28 11:47:22,rame game na
Yan Putra ndun,1,2025-09-28 11:44:36,we. need. old. peak
i see,3,2025-09-28 11:43:32,"7 tahun saya main game ini , namun makin ke sini makin nga bener pembagian tim random nya. singal bagus pas in game kuning , demage ke musuh pun kadang nga masuk ."
Safira Aira,3,2025-09-28 11:34:31,ntah
Ajha Asep,1,2025-09-28 11:30:11,perbaiki jaringan gemes mu Garena setan..
Muhamadilyas Tea,1,2025-09-28 11:25:12,game apaan dah ini enggak ada pintu nya kan kalau ada musuh bisa tutup pake pintu ini enggak ada pintu nya tolong kasih pintu supaya menarik
Marta Kasi,5,2025-09-28 11:22:41,keren
Jarr Fajar,5,2025-09-28 11:12:10,bagus tapi tak ada ifen dm gratiss
Endang Cole,5,2025-09-28 11:00:34,ok
fornianty Minas,5,2025-09-28 10:59:18,enak main nya seru ahay😄😄😄🤣🤣
Dyah nurani,5,2025-09-28 10:57:20,game nya sangat bagus
Nuril Haj Mukarram,3,2025-09-28 10:56:01,"halo bang garena, saya kasih rating 3 dulu ya bang, karena free fire saya tidak bisa dimainkan karena error bang, ga bisa dimasukin sama sekali bang, mohon diperbaiki ya bang"
Dedy Hidayat,1,2025-09-28 10:53:06,"saran si jng maen ff soalnya ff baperan, bng budi gk bisa maen di gem buriq,padahal salah satu yg ramein gem ff bng budi01 skip di gem di maen ni"
Ronaldi Hamzah,5,2025-09-28 10:52:09,sangat bagus
La ngg,5,2025-09-28 10:51:54,mantam poll
Julio Pandika,1,2025-09-28 10:44:31,game susah jaringan
Weiwei,3,2025-09-28 10:43:43,boyahhhhh
Dedy Slamet,5,2025-09-28 10:43:16,game nya bagus
Janra Wadi,1,2025-09-28 10:41:17,sering derdeteksi afk
Putri Kumalasari,1,2025-09-28 10:37:22,Knp klo honor rendah gk bisa main apapunnn Tolong perbaiki free fire saya y😭👏
Al Daslan,1,2025-09-28 10:34:46,desain skin nya mulai jelek
Dan Ker,4,2025-09-28 10:29:38,permainan bagus
Zain,5,2025-09-28 10:28:15,WAH BAGUS SEKALI GAMENYA WALAUPUN BNYK BOCIL NGETROLL
Wahid Ani,5,2025-09-28 10:24:42,sangat seru tambanya lagi ada apdet terbaru ini lebihseru
gibran “M.GIBRAN” Muhammad,5,2025-09-28 10:24:41,game nya sangat seru menurut saya
dean saylendra,1,2025-09-28 10:24:20,game Lo anying masalah jaringan selalu merah merah padahal sinyal bagus
Veter Nex,1,2025-09-28 10:22:28,"1 kata buat Garena, KIKIR Tolong dong Rate crate diubah kek dulu, dulu crate senjata yg isinya 10 box pasti dapet permanen 1 atau 3 minimal lah ini udah 30box kaga ada yg permanen sama sekali ( mentang2 keseringan topup gitu?? ) Ga semua player banyak duit yaaa minimal kasih lah 1 permanen gitu masa iya dari crate sampe luck royale susah banget buat hoki gitu loh usahain kalo ga semuanya minimal 1 aja yg diubah yaitu ( rate auto win prize ) ditambahin atau di samain kek dulu supaya bisa rasain."
Ahmad Zidan fadillah,5,2025-09-28 10:21:28,game burikkkkkkkkkkkkkkkkkk👍
Fathir izzulhaq hafidz Fathir,5,2025-09-28 10:11:04,nanti beri saya dm ya
Afnan Faeyza,5,2025-09-28 10:10:59,bagus
Indra Tanaya,5,2025-09-28 10:09:36,sangat bagus kasih hoki
Setiawan Mulik,5,2025-09-28 10:09:29,👍🏻👍🏻👍🏻
Marupa Siregar,5,2025-09-28 10:08:32,baik
Finza Halal,1,2025-09-28 10:07:33,"tolong kembalikan uang saya, tiba tiba kesedot otomatis yang mengurangi saldo dana saya, senilai 17.000 tolong kembalikan uang saya, itu sepertinya saya kepencet fitur langganan nya"
masjit Masjit aullah,1,2025-09-28 10:05:29,gem ini seruh Tatapi diya sering ngebak jadi tolong perbaiki ya
Ikann Kaann,1,2025-09-28 10:04:33,servernya lagi ngga beres ngga jelas Jang download yg max nya download yg biasa aja
Al Azka,5,2025-09-28 10:02:51,Azka.
Rafa Arrafii,1,2025-09-28 10:00:33,gem bagus tak kasih 1 aja ya sayang² bintangnya
Bintang,5,2025-09-28 10:00:31,game nya bagus tentang perang btw kaka aku masuk di top kabupaten Wonosobo
Ahmad Zuhri,5,2025-09-28 09:57:55,seru dan faforit
Idah Hamidah,5,2025-09-28 09:54:41,saya kasih bintang lima tapi harus segera di fix bug tembus glowal cepet baca ini Mimin Garena agar tidak banyak yang memberi ulasan yang sama segera di fix dan satu lagi Adain event magic cube nya dan misi magic cube nya harus lebih gampang untuk para player banyak yang memiliki bundle tersendiri nya.segitu saja dari saya maaf jika ada yang salah
Kafi nasution,1,2025-09-28 09:50:45,ga enak gada gacoan nya tolong tambah kan gacoan nya min
haikal hermawan,5,2025-09-28 09:44:35,Free Fire MAxNARu
Muhammad Akbar,5,2025-09-28 09:43:28,moga hokii
Daffa,5,2025-09-28 09:33:21,seru bett jirrr
Gailan GaiLand,5,2025-09-28 09:30:36,seru
igo Ilham,5,2025-09-28 09:28:23,sangat baik
Ruminta Br ringo ringo,5,2025-09-28 09:25:48,sangat keren
Putra Hasta,1,2025-09-28 09:21:26,garena saya ingin ff koleb sama motor drag
Siti Soleha,2,2025-09-28 09:14:46,"sinyal uda bagus, main game sebelah juga lancar bgt sinyal nya, tp kenapa pas main game ini malah ngelek terus""san??"
Didik Suwanter,5,2025-09-28 09:14:44,Bagus
Adim Posong,5,2025-09-28 09:14:03,bandel ff kelinci
Mhmd Syhrl16,5,2025-09-28 09:11:20,sangat seru
Ai Pramesti,1,2025-09-28 09:09:51,gema tll ke temu temen tll semua udah berapa kali main 7kali maen tetep kalah terus
Ludfi Rahman,1,2025-09-28 09:08:27,kenapa login gua eror!
Helmyn Wilhelmina,5,2025-09-28 09:06:33,bagi saya DM
Stok Alwi,5,2025-09-28 09:05:58,"woyy anj, kok banyak kalii bug DMG ya kontoll"
herry01 btr,5,2025-09-28 09:03:26,mantap
Nuning Rahayu Ningsih,5,2025-09-28 08:58:27,seru
player 859,1,2025-09-28 08:49:04,salah dikit di ban hanya gegara bocil. ngawur akun di ban 1 bulan. ini yg membuat malas main game
daniel mustiq,5,2025-09-28 08:41:44,seru lama lama thanks garena
Ramlah Ratang,5,2025-09-28 08:38:39,bagusss pol
syukri bran,5,2025-09-28 08:36:20,justru disitulah letak ASIK nya
Queen Berlian,1,2025-09-28 08:34:19,bintang lima nya tidak bisa di pencet😹🤭
Ah Ahh,1,2025-09-28 08:28:22,saya selalu mendapatkan rekan yang tidak mengetahui event in game dan tolong untuk playstore hapus saja game ini
Faqih,5,2025-09-28 08:26:22,keren bangeeet
Benny Christopher Zeteo,1,2025-09-28 08:23:21,awal nya saya mau kasih bintang 5 tapi tangan saya tiba tiba memencet bimtang 1 kasih offline aja lol😹😹
Junaidi Faris,5,2025-09-28 08:21:20,coba buat akun aku menjadi pro garena
Yayat Putih,5,2025-09-28 08:20:43,menurut ku game ini cukup menarik dan asik klau soal jaringan ya okyy lah ya
Riki Rina Tamaki,1,2025-09-28 08:20:30,game nya nggak jelas masa aku ngeratain 1 squat di cs dikira cit😹
Ayyhu Kodekode,5,2025-09-28 08:18:28,keren
M NAUFAL ARAFAH,5,2025-09-28 08:17:23,game yang membuat ku bahagia
Dion Alamsyah,2,2025-09-28 08:09:16,aku kasih bintang 2 karena saat ini g bisa login pada tahun Minggu 28 September 2025 tolong bisa di benerin lagi ya Garena
Demi Diana,4,2025-09-28 08:03:45,min nanya doang apa beda biasa sama max ya?
Dwi Budi,1,2025-09-28 08:03:19,garena aku udah minta bang fall diamod tapi gak muncul dm nya garena pelit
Wely hen Wely,1,2025-09-28 08:00:42,kok saya barusan download apk nya layar nya gelap ya tolong di kasi tau dong gimana caranya biar layar nya seperti layar biasa nya klo gelap gimana mau main saya kasi bintang dlu klo udh normal layarnya saya kembali
